customerid,firstname,lastname,address,priphone,secphone,email,custsince,checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,risk
00-3189506,Stanton,Solway,48565 Union Hill,976-894-2321,886-992-4503,stantonsolway@hotmail.com,10/17/1999,less_0,4,no_credits,education,586,less_100,1_to_4,2,female,none,1,real_estate,40,none,rent,1,skilled,1,none,yes,No Risk
00-3376463,Lizzy,Bassano,5376 Main Way,380-884-5504,716-415-9926,lizzybassano@google.com,5/5/2009,0_to_200,10,no_credits,car_new,250,less_100,unemployed,1,female,none,3,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
00-3854321,Jeremias,Balfre,6506 Merrick Court,468-361-8062,567-564-5884,jeremiasbalfre@hotmail.com,3/11/1992,no_checking,41,prior_payments_delayed,radio_tv,7143,500_to_1000,greater_7,5,male,co-applicant,5,unknown,45,none,free,2,skilled,1,yes,yes,Risk
00-7202265,Der,Inde,5817 Dexter Court,359-633-2170,695-634-7063,derinde@yahoo.com,2/2/1987,no_checking,39,prior_payments_delayed,other,9086,500_to_1000,1_to_4,4,male,guarantor,3,unknown,52,none,free,2,skilled,1,yes,yes,Risk
00-7856680,Trixy,Pallister,1 Pearson Parkway,488-617-6839,578-632-3884,trixypallister@yahoo.com,12/19/2000,no_checking,30,all_credits_paid_back,car_used,1102,100_to_500,unemployed,3,female,none,4,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
00-8212500,Bernie,De Lascy,70 Michigan Point,812-609-1492,126-987-6095,berniede lascy@outlook.com,8/28/2011,no_checking,16,credits_paid_to_date,retraining,1519,100_to_500,1_to_4,3,female,none,3,savings_insurance,34,none,rent,1,skilled,1,yes,yes,No Risk
00-9915250,Annmarie,Gherardesci,12671 Grasskamp Street,435-208-9337,153-110-6096,annmariegherardesci@google.com,7/17/1984,no_checking,26,credits_paid_to_date,radio_tv,10639,less_100,4_to_7,5,female,none,5,unknown,56,none,free,2,management_self-employed,1,yes,yes,Risk
01-0616400,Nevins,Giacopelo,3267 Vermont Parkway,519-838-9680,636-572-7073,nevinsgiacopelo@yahoo.com,8/10/1988,less_0,22,prior_payments_delayed,car_new,3554,less_100,less_1,1,male,none,1,car_other,53,stores,rent,1,skilled,1,none,yes,No Risk
01-1305912,Muffin,Longhorne,45600 Bobwhite Plaza,998-870-9522,215-422-6594,muffinlonghorne@google.com,1/24/1989,0_to_200,31,outstanding_credit,vacation,5622,100_to_500,1_to_4,4,female,none,2,unknown,46,none,free,2,skilled,1,none,yes,No Risk
01-1473626,Darb,Keave,00 David Court,135-317-4776,565-415-0478,darbkeave@google.com,3/28/1984,less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,male,none,1,real_estate,52,stores,rent,1,skilled,1,none,yes,No Risk
01-1500222,Banky,Kybird,3 Eastwood Terrace,356-595-4097,249-579-4342,bankykybird@yahoo.com,2/3/1996,no_checking,24,outstanding_credit,appliances,6197,unknown,4_to_7,4,male,none,3,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
01-2354026,Athene,Lloyd-Williams,42528 Columbus Street,671-706-9333,587-627-8458,athenelloyd-williams@yahoo.com,7/11/1984,0_to_200,24,credits_paid_to_date,appliances,4165,less_100,4_to_7,4,male,none,2,savings_insurance,55,none,own,1,skilled,1,none,yes,No Risk
01-2858898,Lalo,Blaza,40271 Springview Point,170-253-6186,889-629-1749,laloblaza@google.com,12/27/2001,less_0,19,credits_paid_to_date,furniture,2072,less_100,less_1,1,female,none,1,real_estate,34,stores,own,1,skilled,1,none,yes,No Risk
01-3824321,Rollo,Cauldwell,21 Lien Alley,520-921-1799,432-763-9220,rollocauldwell@hotmail.com,5/23/2011,0_to_200,5,all_credits_paid_back,appliances,4991,less_100,less_1,3,female,none,3,car_other,28,none,own,1,management_self-employed,1,none,yes,No Risk
01-4493546,Carena,Ide,0 Blackbird Plaza,910-197-8956,658-647-5235,carenaide@google.com,1/17/1995,0_to_200,4,all_credits_paid_back,education,790,less_100,1_to_4,3,male,none,1,real_estate,43,bank,rent,1,unskilled,1,none,yes,No Risk
01-4918434,Taryn,Worstall,93 Elka Way,986-463-9051,979-250-3533,tarynworstall@google.com,1/4/2013,no_checking,40,prior_payments_delayed,furniture,7987,500_to_1000,greater_7,5,male,co-applicant,5,car_other,30,stores,own,2,unskilled,1,yes,yes,Risk
01-6125564,Misty,Dongate,8921 Beilfuss Drive,223-135-7697,614-491-0518,mistydongate@outlook.com,8/9/2005,less_0,13,all_credits_paid_back,car_used,1299,less_100,unemployed,2,female,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk
01-6215598,Germain,Amps,585 Kedzie Trail,986-469-7106,313-272-8571,germainamps@yahoo.com,10/18/1998,greater_200,21,outstanding_credit,car_used,5912,100_to_500,4_to_7,4,male,co-applicant,4,unknown,47,none,own,1,skilled,2,yes,yes,Risk
01-7509010,Warden,Haliday,52 Del Sol Drive,727-712-3651,996-817-4302,wardenhaliday@hotmail.com,11/22/1990,less_0,23,credits_paid_to_date,furniture,250,less_100,less_1,2,male,none,2,real_estate,45,bank,rent,1,unskilled,1,none,yes,No Risk
01-7648134,Brandy,Stollman,5 Lakeland Lane,953-818-1533,377-485-1319,brandystollman@google.com,10/16/2005,no_checking,25,prior_payments_delayed,furniture,6740,100_to_500,4_to_7,4,female,none,4,savings_insurance,40,none,own,2,skilled,2,yes,yes,No Risk
01-8148281,Sibella,Dekeyser,5843 Prentice Trail,350-919-9426,961-427-3982,sibelladekeyser@outlook.com,8/10/2010,no_checking,36,prior_payments_delayed,furniture,2224,500_to_1000,4_to_7,3,male,none,2,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk
01-8821365,Gilbertine,Lyddyard,07805 Colorado Avenue,866-967-6169,565-691-9204,gilbertinelyddyard@hotmail.com,2/22/1981,no_checking,19,outstanding_credit,radio_tv,7818,100_to_500,4_to_7,3,male,none,4,unknown,64,none,own,1,management_self-employed,1,yes,yes,Risk
01-9313998,Bentlee,Oldcote,0 Laurel Alley,425-336-7819,360-394-8947,bentleeoldcote@google.com,9/27/2002,less_0,9,all_credits_paid_back,car_used,250,100_to_500,less_1,2,female,none,1,real_estate,32,none,rent,1,skilled,1,none,yes,No Risk
01-9731120,Ramsey,Harsnep,716 Bluejay Hill,765-163-3403,165-486-6662,ramseyharsnep@yahoo.com,12/23/1994,no_checking,41,outstanding_credit,repairs,3754,unknown,greater_7,5,male,none,5,car_other,46,none,free,2,skilled,2,yes,yes,Risk
01-9809786,Herminia,Alans,49 Rieder Way,311-619-8353,413-746-8194,herminiaalans@google.com,5/5/2013,0_to_200,10,no_credits,car_new,250,less_100,less_1,2,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk
02-0884106,Tonnie,Waterstone,23634 Blaine Crossing,554-652-3663,248-962-0033,tonniewaterstone@google.com,7/7/1997,less_0,5,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,45,none,rent,1,skilled,1,none,yes,No Risk
02-1162800,Theadora,Handscomb,50763 Hudson Plaza,840-156-9456,363-293-7778,theadorahandscomb@google.com,10/15/2013,no_checking,45,prior_payments_delayed,appliances,7285,unknown,4_to_7,5,male,co-applicant,4,unknown,30,none,own,2,skilled,1,yes,no,Risk
02-1391756,Carola,Collis,984 South Center,683-127-7851,113-657-4599,carolacollis@google.com,1/1/1984,less_0,30,outstanding_credit,car_used,5546,100_to_500,4_to_7,3,male,none,2,car_other,52,none,own,1,skilled,1,yes,yes,Risk
02-1991797,Addy,Caudrelier,06813 Sutherland Parkway,797-696-9923,862-154-6791,addycaudrelier@yahoo.com,11/6/2010,less_0,12,credits_paid_to_date,car_used,5166,less_100,1_to_4,2,male,none,1,car_other,25,stores,rent,1,unskilled,2,yes,yes,No Risk
02-2765564,Benjy,Eble,3723 Cardinal Pass,570-735-3266,605-152-8317,benjyeble@google.com,6/6/1981,no_checking,32,outstanding_credit,repairs,7418,500_to_1000,greater_7,4,male,co-applicant,4,unknown,63,none,free,2,skilled,1,yes,yes,Risk
02-2840416,Lennard,Bountiff,54 Barnett Center,836-949-7791,962-125-3609,lennardbountiff@yahoo.com,2/9/1987,no_checking,32,prior_payments_delayed,car_used,9233,500_to_1000,4_to_7,3,female,none,4,car_other,51,none,free,2,skilled,2,yes,yes,Risk
02-4587641,Dominique,Boocock,7852 Butternut Pass,358-231-1335,108-396-6593,dominiqueboocock@yahoo.com,2/20/2008,no_checking,21,credits_paid_to_date,car_used,2049,100_to_500,less_1,3,female,none,2,real_estate,37,none,own,1,skilled,1,none,yes,No Risk
02-5296051,Judas,Gillivrie,59306 Atwood Center,772-934-7980,496-334-1872,judasgillivrie@outlook.com,7/18/2002,no_checking,39,outstanding_credit,radio_tv,5846,unknown,greater_7,5,male,co-applicant,5,car_other,33,none,own,2,skilled,2,yes,yes,Risk
02-5408881,Urban,Shellibeer,309 Springs Junction,386-752-0808,564-733-3545,urbanshellibeer@google.com,8/24/2013,no_checking,32,outstanding_credit,furniture,3074,greater_1000,4_to_7,4,male,none,3,savings_insurance,26,none,own,2,skilled,1,none,yes,No Risk
02-7818998,Selle,Brogden,294 Mosinee Lane,659-782-7749,919-179-1978,sellebrogden@yahoo.com,3/7/1982,no_checking,26,prior_payments_delayed,car_used,1830,500_to_1000,1_to_4,3,male,none,4,real_estate,58,none,own,1,skilled,1,yes,yes,Risk
02-7875226,Tara,McSwan,3 Center Terrace,672-305-8933,495-604-9947,taramcswan@hotmail.com,1/17/1994,no_checking,8,credits_paid_to_date,radio_tv,2936,greater_1000,less_1,3,male,none,2,savings_insurance,43,none,own,1,skilled,1,none,yes,No Risk
02-7970094,Karia,Glabach,98830 Macpherson Place,287-458-4375,140-267-3557,kariaglabach@google.com,12/21/1981,0_to_200,17,prior_payments_delayed,education,2789,100_to_500,4_to_7,4,male,co-applicant,4,savings_insurance,58,none,own,1,skilled,1,yes,yes,No Risk
02-8274967,Tiebold,Mirfin,5 Rowland Terrace,120-304-5651,558-754-0759,tieboldmirfin@google.com,10/19/2014,0_to_200,26,outstanding_credit,furniture,2979,500_to_1000,4_to_7,2,male,none,3,car_other,29,stores,own,1,skilled,1,yes,yes,No Risk
02-8466016,Philippe,Tolliday,4 Laurel Street,338-631-5852,250-415-9178,philippetolliday@hotmail.com,1/28/2003,no_checking,10,credits_paid_to_date,vacation,4262,500_to_1000,1_to_4,4,male,none,3,real_estate,30,stores,own,2,unskilled,1,none,yes,No Risk
02-9027593,Raeann,Rangeley,45 Butternut Lane,641-843-8585,518-257-3730,raeannrangeley@yahoo.com,7/10/1990,no_checking,45,outstanding_credit,education,5484,500_to_1000,4_to_7,5,male,none,3,car_other,48,none,own,1,skilled,1,yes,yes,No Risk
02-9448386,Alexis,Borrill,11288 Troy Circle,310-650-2711,352-514-3698,alexisborrill@google.com,4/27/2005,0_to_200,4,prior_payments_delayed,car_new,250,less_100,less_1,2,female,none,1,real_estate,36,none,own,1,skilled,1,yes,yes,No Risk
03-0293870,Anna-maria,Tingly,882 Kennedy Trail,318-722-2951,671-150-7365,anna-mariatingly@google.com,10/21/2015,less_0,10,all_credits_paid_back,car_new,762,less_100,1_to_4,1,female,none,2,savings_insurance,18,stores,own,1,skilled,1,none,yes,No Risk
03-0557106,Saxon,Newlyn,7 Utah Alley,170-557-8418,807-263-0570,saxonnewlyn@google.com,2/16/2015,no_checking,35,outstanding_credit,radio_tv,5487,greater_1000,4_to_7,4,male,none,4,car_other,26,none,own,2,skilled,2,yes,yes,Risk
03-0984893,Jozef,Bouzan,86133 Westport Junction,774-267-4264,833-772-7542,jozefbouzan@google.com,4/13/2007,no_checking,29,prior_payments_delayed,appliances,4190,100_to_500,1_to_4,3,male,none,3,car_other,30,stores,own,2,unskilled,1,none,yes,Risk
03-1035986,Jessie,Dametti,4867 Mosinee Plaza,849-906-4160,502-565-8787,jessiedametti@yahoo.com,1/18/2006,no_checking,31,outstanding_credit,other,6640,500_to_1000,4_to_7,5,male,none,5,car_other,30,none,free,2,management_self-employed,1,yes,yes,Risk
03-2295512,Brose,Breadmore,32 Hauk Lane,550-436-7189,694-286-4696,brosebreadmore@outlook.com,3/12/1994,no_checking,32,prior_payments_delayed,radio_tv,2803,500_to_1000,greater_7,4,male,none,4,savings_insurance,45,none,own,2,skilled,1,none,yes,Risk
03-3302933,Kathleen,Hubbold,00 Maple Way,682-762-7406,165-682-6173,kathleenhubbold@outlook.com,7/19/2004,no_checking,36,prior_payments_delayed,other,6595,500_to_1000,4_to_7,3,male,none,3,savings_insurance,37,none,own,1,skilled,1,none,yes,No Risk
03-5214041,Didi,Uphill,8136 Arkansas Parkway,266-498-5451,896-735-8684,didiuphill@outlook.com,2/13/1998,less_0,8,prior_payments_delayed,repairs,701,500_to_1000,1_to_4,3,male,none,3,savings_insurance,38,none,rent,1,skilled,1,none,yes,No Risk
03-5804246,Debi,Geraldez,60880 Stoughton Avenue,820-724-3590,391-444-4288,debigeraldez@yahoo.com,9/6/1980,0_to_200,42,outstanding_credit,repairs,4976,500_to_1000,1_to_4,3,male,none,2,car_other,54,none,own,2,skilled,1,yes,yes,No Risk
03-6582420,Corrie,Rentz,9897 Riverside Junction,717-311-3986,864-621-3897,corrierentz@google.com,10/6/2001,no_checking,36,outstanding_credit,repairs,6441,500_to_1000,greater_7,4,male,co-applicant,4,car_other,36,none,free,2,skilled,1,yes,no,Risk
03-7204086,Timmie,Jaffra,21 Kennedy Plaza,639-566-7222,919-989-4058,timmiejaffra@yahoo.com,9/10/2003,less_0,4,all_credits_paid_back,car_new,2969,less_100,less_1,2,male,none,1,real_estate,33,none,own,1,management_self-employed,1,none,yes,No Risk
03-7854510,Rex,Giddens,81 Jackson Avenue,318-149-3330,498-265-8039,rexgiddens@google.com,12/14/1987,0_to_200,9,credits_paid_to_date,car_new,250,500_to_1000,less_1,2,female,none,2,savings_insurance,50,stores,rent,1,skilled,1,none,yes,No Risk
03-9113969,Clyde,Dorward,952 Novick Way,396-477-4787,742-182-5059,clydedorward@yahoo.com,1/1/1989,no_checking,39,outstanding_credit,other,9583,unknown,greater_7,5,male,co-applicant,5,car_other,44,none,own,3,skilled,2,yes,yes,Risk
04-0713286,Merry,Kienzle,5 Charing Cross Junction,416-579-9223,566-126-1875,merrykienzle@yahoo.com,5/8/1991,greater_200,22,outstanding_credit,car_used,3275,100_to_500,greater_7,3,male,none,3,car_other,53,none,own,2,skilled,1,yes,yes,Risk
04-2350199,Mei,Badman,9 Eliot Trail,840-329-6041,302-544-9407,meibadman@google.com,7/11/1992,0_to_200,13,prior_payments_delayed,car_used,2279,less_100,4_to_7,2,female,none,2,savings_insurance,44,bank,own,2,unemployed,1,yes,yes,Risk
04-2668921,Marabel,Spritt,1368 Vermont Parkway,618-766-1086,538-540-1394,marabelspritt@hotmail.com,10/2/2014,0_to_200,14,credits_paid_to_date,car_new,2055,less_100,4_to_7,3,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk
04-3282199,Sutton,Rosedale,49 Hansons Hill,156-381-0011,833-974-5768,suttonrosedale@hotmail.com,10/23/2008,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
04-3767695,Queenie,Cissell,62441 American Ash Drive,753-439-7789,621-833-2658,queeniecissell@google.com,9/6/2006,0_to_200,14,credits_paid_to_date,furniture,6349,less_100,4_to_7,3,male,none,2,savings_insurance,28,stores,own,1,unskilled,2,none,yes,No Risk
04-6520120,Mady,Wildes,47385 Sunfield Road,479-664-0137,330-941-3574,madywildes@google.com,8/19/2009,less_0,9,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,30,none,rent,1,skilled,2,yes,yes,No Risk
04-7639041,Paten,Waddoups,46108 Merchant Road,143-785-7531,670-271-3583,patenwaddoups@outlook.com,12/10/2002,no_checking,45,prior_payments_delayed,appliances,6038,500_to_1000,4_to_7,4,male,guarantor,5,unknown,41,none,free,2,skilled,2,yes,yes,Risk
04-8908701,Pepito,Thurlow,0154 Butternut Junction,998-443-9086,675-219-3673,pepitothurlow@google.com,9/20/2009,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,33,bank,rent,1,unskilled,1,none,yes,No Risk
04-9612368,Emalee,Fiddymont,5 Sommers Drive,487-410-3125,109-884-0236,emaleefiddymont@google.com,12/28/2012,0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,22,none,own,1,skilled,1,yes,yes,No Risk
04-9826471,Alexandros,Mingardi,3 Golf View Crossing,836-543-9186,214-758-9220,alexandrosmingardi@google.com,5/25/2004,less_0,10,all_credits_paid_back,car_used,1349,100_to_500,less_1,2,female,none,1,car_other,35,stores,rent,1,unskilled,2,none,yes,No Risk
05-0053386,Lila,Lyver,09 Transport Hill,100-209-5901,770-391-0285,lilalyver@yahoo.com,1/6/2014,no_checking,33,outstanding_credit,appliances,7941,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,23,none,free,2,skilled,1,yes,yes,Risk
05-1258069,Lora,Bauld,34401 Columbus Circle,402-944-5375,157-252-5935,lorabauld@yahoo.com,5/15/2000,no_checking,20,credits_paid_to_date,retraining,3282,100_to_500,1_to_4,4,female,none,4,savings_insurance,45,none,own,2,skilled,1,none,yes,No Risk
05-1499681,Thia,Gebbie,26963 Randy Avenue,324-657-4843,976-751-3003,thiagebbie@google.com,1/6/2005,0_to_200,30,credits_paid_to_date,retraining,2668,less_100,less_1,2,female,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk
05-5068895,Gabriellia,Knevett,031 Haas Way,976-411-0541,630-529-5629,gabrielliaknevett@google.com,9/13/2012,less_0,13,credits_paid_to_date,car_used,3068,less_100,unemployed,2,female,none,1,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk
05-6965693,Flss,Cartner,542 Beilfuss Alley,510-887-2300,194-440-1901,flsscartner@google.com,9/24/2013,0_to_200,20,credits_paid_to_date,car_new,3413,less_100,4_to_7,4,male,none,4,savings_insurance,24,none,own,1,skilled,1,yes,yes,No Risk
05-7581268,Letty,Spitaro,53 Haas Point,923-209-7957,676-553-7174,lettyspitaro@google.com,8/1/1990,0_to_200,18,credits_paid_to_date,furniture,3182,500_to_1000,less_1,3,female,none,3,real_estate,46,bank,rent,1,unskilled,1,none,yes,No Risk
05-8973252,Noelyn,Eller,1 Clarendon Lane,807-536-7064,214-921-6329,noelyneller@yahoo.com,10/10/1986,no_checking,8,prior_payments_delayed,radio_tv,2057,100_to_500,1_to_4,2,male,none,3,car_other,56,stores,own,1,unskilled,1,none,yes,Risk
05-9702982,Cami,Dungate,1 American Parkway,290-400-7526,635-221-9464,camidungate@hotmail.com,6/5/1988,no_checking,13,credits_paid_to_date,furniture,4409,less_100,less_1,2,female,co-applicant,2,real_estate,53,none,own,1,skilled,1,none,yes,No Risk
06-0027172,Bessy,Ciraldo,69 Erie Park,634-713-1066,635-593-2945,bessyciraldo@yahoo.com,12/21/2011,less_0,21,credits_paid_to_date,furniture,3417,less_100,1_to_4,2,male,none,2,car_other,33,stores,own,1,skilled,1,none,yes,No Risk
06-0900965,Adrianne,Fain,54 Old Shore Road,851-130-1881,962-442-0801,adriannefain@hotmail.com,7/4/1984,no_checking,33,prior_payments_delayed,furniture,4553,unknown,4_to_7,4,female,none,4,savings_insurance,61,none,own,2,skilled,1,none,yes,Risk
06-3390811,Dukie,Skirrow,67068 Manley Parkway,265-299-8102,454-996-6925,dukieskirrow@google.com,10/2/2015,0_to_200,16,credits_paid_to_date,car_new,2440,500_to_1000,1_to_4,3,male,none,2,car_other,21,none,own,1,skilled,1,none,yes,No Risk
06-3646499,Earl,Craisford,5 Evergreen Pass,660-292-5486,599-978-4308,earlcraisford@hotmail.com,11/13/2000,0_to_200,22,prior_payments_delayed,car_new,3412,less_100,1_to_4,2,male,none,1,savings_insurance,34,none,free,1,skilled,1,none,yes,Risk
06-5747810,Brynne,Deverille,9137 Lindbergh Trail,193-452-3030,942-330-5825,brynnedeverille@yahoo.com,4/9/1998,0_to_200,17,credits_paid_to_date,car_used,250,500_to_1000,1_to_4,2,male,none,1,savings_insurance,47,none,rent,1,skilled,1,none,yes,No Risk
06-7193006,Yoko,Waterfall,4 Warrior Point,941-213-0895,739-529-3268,yokowaterfall@yahoo.com,11/7/2006,no_checking,27,prior_payments_delayed,car_used,6906,100_to_500,1_to_4,4,female,none,4,car_other,39,none,own,2,skilled,1,none,yes,No Risk
07-0962099,Whit,Cridlin,896 Scoville Circle,767-942-7554,971-659-0157,whitcridlin@hotmail.com,11/14/2009,no_checking,45,outstanding_credit,vacation,9759,500_to_1000,greater_7,5,male,co-applicant,3,car_other,31,none,free,2,skilled,2,yes,yes,Risk
07-2082282,Joella,OLunney,57 Corry Drive,156-999-0816,728-117-7806,joellaolunney@google.com,9/10/2006,less_0,21,prior_payments_delayed,radio_tv,2105,500_to_1000,1_to_4,3,female,none,3,car_other,39,stores,own,2,skilled,1,none,yes,No Risk
07-2790680,Ansel,Rew,30 Bartelt Pass,336-505-6131,701-114-1188,anselrew@google.com,6/14/2013,less_0,10,all_credits_paid_back,car_new,1078,less_100,1_to_4,1,female,none,2,real_estate,24,stores,own,1,skilled,1,none,yes,No Risk
07-3665839,Agneta,Albiston,4093 Sutherland Circle,537-341-4719,534-376-0400,agnetaalbiston@hotmail.com,11/12/2012,less_0,11,credits_paid_to_date,car_used,250,less_100,unemployed,1,female,none,1,real_estate,25,stores,rent,1,skilled,1,none,yes,No Risk
07-5946338,Matthew,Coombe,13308 Brown Alley,657-622-9669,915-978-3245,matthewcoombe@google.com,2/19/1991,0_to_200,10,credits_paid_to_date,vacation,2325,less_100,unemployed,3,female,none,3,savings_insurance,44,bank,rent,1,unskilled,1,none,yes,No Risk
07-9071638,Talbot,Bretherton,57859 Fallview Trail,491-189-6488,781-528-7815,talbotbretherton@yahoo.com,5/21/1983,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,1,female,none,2,savings_insurance,50,stores,own,3,unskilled,2,yes,yes,No Risk
07-9261051,Dal,Bemrose,0139 3rd Parkway,603-882-8117,814-394-4706,dalbemrose@outlook.com,9/20/1997,no_checking,24,prior_payments_delayed,radio_tv,4604,100_to_500,4_to_7,4,male,none,3,car_other,45,none,own,2,skilled,1,yes,yes,No Risk
08-0523269,Orlan,Gavaghan,53 Harper Alley,667-417-7016,829-733-7249,orlangavaghan@google.com,5/6/1988,less_0,6,no_credits,car_new,250,less_100,unemployed,2,female,none,2,real_estate,45,none,rent,1,skilled,1,none,yes,No Risk
08-3622720,Lusa,Leupoldt,57434 Talmadge Point,412-493-5283,895-672-2182,lusaleupoldt@google.com,8/5/2000,less_0,13,all_credits_paid_back,furniture,815,less_100,unemployed,2,male,none,1,real_estate,45,none,own,1,management_self-employed,1,none,yes,No Risk
08-4041051,Aubry,OGready,1 Bayside Parkway,495-667-0527,238-287-5478,aubryogready@yahoo.com,1/3/1990,no_checking,30,prior_payments_delayed,appliances,7420,500_to_1000,1_to_4,4,female,none,2,car_other,43,bank,own,2,unskilled,1,none,yes,No Risk
08-4290980,Aggie,Bew,19 Fulton Terrace,716-178-3565,710-688-6522,aggiebew@yahoo.com,6/13/1985,less_0,29,credits_paid_to_date,furniture,2343,less_100,1_to_4,2,male,none,3,car_other,48,stores,own,1,skilled,1,yes,yes,Risk
08-4391200,Dottie,Lukesch,587 Lerdahl Trail,256-879-3096,637-950-3873,dottielukesch@hotmail.com,4/21/1987,less_0,14,prior_payments_delayed,furniture,1072,less_100,1_to_4,1,male,none,3,savings_insurance,47,stores,own,1,skilled,1,none,yes,No Risk
08-4619541,Jarrad,Czaple,883 Truax Lane,474-354-1819,348-646-5915,jarradczaple@google.com,1/16/2004,greater_200,13,credits_paid_to_date,car_new,250,greater_1000,1_to_4,2,male,none,3,real_estate,40,none,own,1,skilled,1,none,yes,No Risk
08-6197406,Meredith,Forsey,19 Cascade Circle,108-884-2672,767-379-1596,meredithforsey@hotmail.com,11/10/1982,less_0,14,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,male,none,2,savings_insurance,62,stores,own,1,skilled,1,none,yes,No Risk
08-7132476,Lissa,Precious,61 Carpenter Street,952-621-3439,888-102-6225,lissaprecious@google.com,12/2/2015,no_checking,26,outstanding_credit,appliances,5556,greater_1000,greater_7,5,male,none,3,car_other,26,none,own,2,skilled,2,yes,yes,Risk
08-7334634,Farr,Maddams,51 Canary Circle,137-531-0819,245-563-2499,farrmaddams@google.com,5/26/1980,0_to_200,23,prior_payments_delayed,car_used,5851,less_100,1_to_4,4,female,none,3,unknown,53,none,own,2,skilled,1,none,yes,No Risk
08-9833950,Onfre,Martusov,59 Heffernan Way,292-141-1662,378-477-0410,onfremartusov@google.com,9/11/1997,no_checking,37,credits_paid_to_date,furniture,5433,500_to_1000,4_to_7,3,male,none,3,savings_insurance,43,none,own,2,skilled,1,yes,yes,Risk
09-0744769,Thain,Le Fleming,7029 Old Gate Avenue,174-895-3666,535-316-6593,thainle fleming@google.com,4/19/1989,less_0,21,prior_payments_delayed,retraining,4027,greater_1000,4_to_7,4,male,none,1,savings_insurance,45,none,own,3,skilled,1,yes,yes,No Risk
09-1476416,Eugen,Wimsett,85102 Manitowish Terrace,469-131-5785,587-323-4774,eugenwimsett@yahoo.com,1/1/2014,no_checking,31,prior_payments_delayed,vacation,6117,100_to_500,less_1,4,male,none,3,savings_insurance,21,none,own,2,management_self-employed,1,none,yes,Risk
09-2844352,Barbey,Lemanu,23682 Northview Road,885-103-8438,315-378-7247,barbeylemanu@google.com,10/28/2003,greater_200,24,outstanding_credit,appliances,4193,100_to_500,4_to_7,3,male,none,2,unknown,40,none,own,2,skilled,1,yes,yes,No Risk
09-3078250,Alena,Jandera,12465 Lindbergh Park,281-360-2204,445-744-3054,alenajandera@outlook.com,8/21/1998,less_0,20,credits_paid_to_date,furniture,5682,less_100,less_1,2,female,none,2,savings_insurance,40,none,rent,2,skilled,1,none,yes,No Risk
09-3291563,Aldous,Gogan,338 Westridge Junction,301-385-3944,105-132-8170,aldousgogan@outlook.com,5/4/2008,less_0,4,all_credits_paid_back,education,250,less_100,unemployed,1,female,none,1,real_estate,29,bank,rent,1,unskilled,1,none,yes,No Risk
09-4213646,Vickie,Pigford,95738 Linden Avenue,150-777-3796,525-225-8336,vickiepigford@yahoo.com,2/26/2003,0_to_200,22,credits_paid_to_date,car_used,499,less_100,1_to_4,3,male,none,1,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
09-4729521,Leeland,Thornley,69 Morrow Court,426-153-5894,251-572-0639,leelandthornley@yahoo.com,3/18/2000,no_checking,24,prior_payments_delayed,furniture,6086,100_to_500,greater_7,4,male,none,3,savings_insurance,44,none,own,1,skilled,1,none,yes,No Risk
09-6589350,Artair,Bridgewood,5469 Colorado Drive,570-820-8833,335-842-7455,artairbridgewood@outlook.com,7/22/1990,less_0,20,credits_paid_to_date,furniture,4264,less_100,less_1,2,male,none,2,car_other,45,none,own,1,skilled,1,none,yes,No Risk
09-6671976,Maddie,Gyse,85123 Hansons Terrace,800-209-8838,424-640-1887,maddiegyse@outlook.com,5/8/1985,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,54,none,rent,1,skilled,1,none,yes,No Risk
09-7949534,Aldrich,Paszak,7 Redwing Pass,400-699-2550,914-517-3506,aldrichpaszak@google.com,9/13/2015,no_checking,8,credits_paid_to_date,car_used,5577,500_to_1000,1_to_4,3,male,none,4,savings_insurance,29,none,free,2,management_self-employed,1,none,yes,No Risk
